prompt_id,tag,size,seed,prompt,negativePrompt,sampler,cfgScale
127497,civitai,512x768,3118275117,"best quality, (photorealistic:1.4), 1girl, (black shirt:1.2),  (grey long pants:1.2),(white suspenders:1.4), perfect female figure, full body, from back, white background, short hair, slim","nsfw, paintings, sketches, (worst quality:2), (low quality:2), (normal quality:2), lowres,  ((monochrome)), ((grayscale))",DPM++ SDE Karras,12
295538,civitai,512x768,2668558297,"(RAW photo, best quality), (realistic, photo-realistic:1.3), best quality ,masterpiece, an extremely delicate and beautiful, extremely detailed ,CG ,unity ,2k wallpaper, Amazing, finely detail, masterpiece, light smile, best quality, extremely detailed CG unity 8k wallpaper, huge filesize , ultra-detailed, highres, extremely detailed, 1girl, maid,(nude:1.2),(moist pussy:1), (spread legs), hair ornament, looking at looking at viewer, small breasts, <lora:japaneseDollLikeness_v10:0.2>, <lora:koreanDollLikeness_v15:0.2>, <lora:cuteGirlMix4_v10:0.4>, <lora:chilloutmixss30_v30:0.2>, pureerosface_v1:0.8","bra, covered nipples, underwear,EasyNegative, paintings, sketches, (worst quality:2), (low quality:2), (normal quality:2), lowres, normal quality, ((monochrome)), ((grayscale)), skin spots, acnes, skin blemishes, age spot, glans,extra fingers,fewer fingers,((watermark:2)),(white letters:1), (multi nipples), lowres, bad anatomy, bad hands, text, error, missing fingers,extra digit, fewer digits, cropped, worst quality, low qualitynormal quality, jpeg artifacts, signature, watermark, username,bad feet, {Multiple people},lowres,bad anatomy,bad hands, text, error, missing fingers,extra digit, fewer digits, cropped, worstquality, low quality, normal quality,jpegartifacts,signature, watermark, blurry,bad feet,cropped,poorly drawn hands,poorly drawn face,mutation,deformed,worst quality,low quality,normal quality,jpeg artifacts,signature,extra fingers,fewer digits,extra limbs,extra arms,extra legs,malformed limbs,fused fingers,too many fingers,long neck,cross-eyed,mutated hands,polar lowres,bad body,bad proportions,gross proportions,text,error,missing fingers,missing arms,extra arms,missing legs,wrong feet bottom render,extra digit,abdominal stretch, glans, pants, briefs, knickers, kecks, thong, {{fused fingers}}, {{bad body}}, ((long hair))",DPM++ SDE Karras,8
295008,civitai,768x1152,1684432449,"(RAW photo, best quality), (realistic, photo-realistic:1.3), masterpiece, an extremely delicate and beautiful, extremely detailed, CG, unity , 2k wallpaper, Amazing, finely detail, light smile, extremely detailed CG unity 8k wallpaper, huge filesize, ultra-detailed, highres, absurdres, soft light, (((medium hair:1.3), short bang, pink hair, floating hair novafrogstyle)), beautiful detailed girl, detailed fingers, extremely detailed eyes and face, beautiful detailed nose, beautiful detailed eyes, long eyelashes, light on face, looking at viewer, (closed mouth:1.2), 1girl, cute, young, mature face, (full body:1.3), ((small breasts)), realistic face, realistic body, beautiful detailed thigh, (ulzzang-6500-v1.1:0.8), <lora:koreanDollLikeness_v15:0.4>, business suit, cross-laced clothes, collared shirt, open clothes, in office, detailed office, open cardigan, black thighhighs, miniskirt, black underwear, unbuttoned shirt,","paintings, sketches, (worst quality:2), (low quality:2), (normal quality:2), lowres, ((monochrome)), ((grayscale)), skin spots, acnes, skin blemishes, age spot, glans, extra fingers, fewer fingers, ((watermark:2)), (white letters:1), (multi nipples), bad anatomy, bad hands, text, error, missing fingers, missing arms, missing legs, extra digit, fewer digits, cropped, worst quality, jpeg artifacts, signature, watermark, username, bad feet, {Multiple people}, blurry, poorly drawn hands, poorly drawn face, mutation, deformed, extra limbs, extra arms, extra legs, malformed limbs, fused fingers, too many fingers, long neck, cross-eyed, mutated hands, polar lowres, bad body, bad proportions, gross proportions, wrong feet bottom render, abdominal stretch, briefs, knickers, kecks, thong, {{fused fingers}}, {{bad body}},, bad-picture-chill-75v,  ng_deepnegative_v1_75t, EasyNegative, bad proportion body to legs, wrong toes, extra toes, missing toes, weird toes, 2 body, 2 pussy, 2 upper, 2 lower, 2 head, 3 hand, 3 feet, extra long leg, super long leg, mirrored image, mirrored noise, (bad_prompt_version2:0.8), aged up, old,",DPM++ SDE Karras,7
107855,civitai,512x768,1419841275,"(RAW photo:1.2), (photorealistic:1.4),(masterpiece:1.4),(best quality:1.4),ultra high res,((detailed facial features)),HDR,8k resolution,Kpop idol,aegyo sal,<lora:koreanDollLikeness_v10:0.2> ,<lora:aliceNikke_v20:1>,1boy, 1girl, animal ears, bangs, blush, bodysuit, breasts, censored, covered navel, fake animal ears, grey hair, gun, headphones, headset, hetero, jacket, large breasts, latex bodysuit, long hair, looking at viewer, mosaic censoring, open mouth, penis, pink bodysuit, pink eyes, pussy, rifle, sex, simple background, skin tight, solo focus, spread legs, twintails, vaginal, weapon,alice \(nikke\),(masterpiece:1.4),(best quality:1.4),(shiny skin),(slime girl)","paintings, sketches, (worst quality:2), (low quality:2), (normal quality:2), lowres, normal quality, ((monochrome)), ((grayscale)), skin spots, acnes, skin blemishes, age spot, (outdoor:1.6), manboobs, backlight,(ugly:1.331), (duplicate:1.331), (morbid:1.21), (mutilated:1.21), (tranny:1.331), mutated hands, (poorly drawn hands:1.331), blurry, (bad anatomy:1.21), (bad proportions:1.331), extra limbs, (disfigured:1.331), (more than 2 nipples:1.331), (missing arms:1.331), (extra legs:1.331), (fused fingers:1.61051), (too many fingers:1.61051), (unclear eyes:1.331), bad hands, missing fingers, extra digit, (futa:1.1), bad body, NG_DeepNegative_V1_75T,pubic hair, glans,nsfw,",DPM++ 2M Karras,7
270008,civitai,832x1152,1722531516,"beautiful, masterpiece, best quality, extremely detailed face, perfect lighting, (1girl, solo, 1boy, 1girl, NemoNelly, Slight penetration, lying, on back, spread legs:1.5),street,crowd,, , ((skinny)), ((puffy eyes)),brown hair,medium hair,cowboy shot,medium breasts, swept bangs,walking,outdoors,sunshine,light_rays,fantasy,rococo,hair_flower,low tied hair, smile,half-closed eyes, ,dating,(Nude), nsfw,, (heavy breathing:1.5) ,tears, crying, blush, wet, sweat,, , <lora:koreanDollLikeness_v15:0.4>,<lora:povImminentPenetration_ipv1:0> ,<lora:breastinclassBetter_v14:0.1>","paintings, sketches, (worst quality:2), (low quality:2), (normal quality:2), lowres, normal quality, ((monochrome)), ((grayscale)), skin spots, acnes, skin blemishes, age spot,(ugly:1.331), (duplicate:1.331), (morbid:1.21), (mutilated:1.21), (tranny:1.331), mutated hands, (poorly drawn hands:1.331), blurry, (bad anatomy:1.21), (bad proportions:1.331), extra limbs, (disfigured:1.331), (missing arms:1.331), (extra legs:1.331), (fused fingers:1.61051), (too many fingers:1.61051), (unclear eyes:1.331), bad hands, missing fingers, extra digit, bad body,pubic",Euler a,7
363986,civitai,512x840,3601959518,"<lora:cuteGirlMix4_v10:1>,mix4,(8k, RAW photo, best quality, masterpiece:1.2), (realistic, photo-realistic:1.37),1girl,cute,cityscape, night, rain, wet,professional lighting, photon mapping, radiosity, physically-based rendering, full body,thighhighs,legs together, breasts, peeing,, "," paintings, sketches, (worst quality:2), (low quality:2), (normal quality:2), lowres, normal quality, ((monochrome)), ((grayscale)), skin spots, acnes, skin blemishes, age spot, glans",DPM++ 2M Karras,6.5
212334,civitai,768x768,4024456844,"<lora:koreanDollLikeness_v15:0.5>, <lora:taiwanDollLikeness_v10:0.2>, ulzzang-6500v1.1, (original: 1.2), (realistic: 1.3) (mixed Korean), beautiful girl with beautiful details, extremely detailed eyes and face, eyes with beautiful details, absurd, incredibly absurd, huge file size, ultra detail, high resolution, ultra detailed, best quality, masterpiece, illustration, ultra detailed and beautiful, ultra detailed, CG, unity, 8k wallpaper, amazing, fine Detail, masterpiece, top quality, official art, extremely detailed CG unity 8k wallpaper, cinematic lighting, (perfect shiny skin:0.6), slim and smooth lines, (floating), (spread pussy:1.4),(spread legs:1.4),(large breasts:1.5), (evening dress:1.4),   ((Tiara on head)),  (half nude:1.5),  <lora:realisticVaginasGodPussy_godpussy2Innie:0.4>","paintings, sketches, (worst quality:2), (low quality:2), (normal quality:2), dot, mole, lowres, normal quality, monochrome, grayscale, lowres, text, error, cropped, worst quality, low quality, jpeg artifacts, ugly, duplicate, morbid, mutilated, out of frame, extra fingers, mutated hands, poorly drawn hands, poorly drawn face, mutation, deformed, blurry, dehydrated, bad anatomy, bad proportions, extra limbs, cloned face, disfigured, gross proportions, malformed limbs, missing arms, missing legs, extra arms, extra legs, fused fingers, too many fingers, long neck, username, watermark, signature,",DPM++ SDE Karras,8
107787,civitai,448x768,716865729,"<lora:koreanDollLikeness_v10:0.3>,<lora:taiwanDollLikeness_v10:0.2>(8k, RAW photo, best quality, masterpiece:1.2), (realistic, photo-realistic:1.37), ultra-detailed,, 1 girl,cute, solo,beautiful detailed sky,detailed cafe,night,sitting,dating,(nose blush),(smile:1.1),(closed mouth), medium breasts,beautiful detailed eyes,(collared shirt:1.1), bowtie,pleated skirt,(short hair:1.2),floating hair","EasyNegative, paintings, sketches, (worst quality:2), (low quality:2), (normal quality:2), lowres, normal quality, ((monochrome)), ((grayscale)), skin spots, acnes, skin blemishes, age spot, glans,extra fingers,fewer fingers,((watermark:2)),((white letters:1))",DPM++ 2M Karras,7
347646,civitai,512x640,1391668662,"masterpiece, best quality, official art, extremely detailed CG unity 8k wallpaper, ultra high res, ultra detailed, realistic, (photorealistic:1.4), 1girl, solo, (full body:1.2), young, slim, basketball uniform, (shirtlift:1.2), shorts, ponytail, smile, teeth, grin, medium breasts, detailed breast, ((puffy eyes)), (aegyo sal:1), beautiful, realistic skin, basketball court, sun, trees, detailed facial features, detailed clothes features, depth of field, professional lighting, physically-based rendering, (mix4:0.3), (pureerosface_v1:0.2), <lora:japaneseDollLikeness_v10:0.3>, <lora:koreanDollLikeness_v10:0.6>, <lora:cuteGirlMix4_v10:0.3>, <lora:shojovibe_v11:0.1> , <lora:shirtliftALORAFor_shirtliftv1:1>","ng_deepnegative_v1_75t, easynegative, paintings, sketches, (worst quality, low quality:1.4), (normal quality:2), lowres, normal quality, ((monochrome)), ((grayscale)), (duplicate:1.331), (morbid:1.21), (mutilated:1.21), (tranny:1.331), (missing arms:1.331), (extra arms:1.331), no legs, (extra legs:1.331), extra limbs, extra digit, bad hands, bad fingers, extra fingers, (too many fingers:1.61051), missing fingers, deformed fingers, mutated hands, (fused fingers:1.61051), (poorly drawn hands:1.331), (bad anatomy:1.21), bad body, (disfigured:1.331), (bad proportions:1.331), (more than 2 nipples:1.331), skin spots, watermarks, texts, artist name, logo, acnes, skin blemishes, age spot, (outdoor:1.6), manboobs, (ugly:1.331), blurry, (unclear eyes:1.331), (futa:1.1), pubic hair, weird eyes, horror, (fat ass), (bad-artist:0.7)",DPM++ 2M Karras,7
190200,civitai,512x768,883660798,"<lora:cuteGirlMix4_v10:0.8>,nude,nsfw,","EasyNegative, paintings, sketches, (worst quality:2), (low quality:2), (normal quality:2), lowres, normal quality, ((monochrome)), ((grayscale)), skin spots, acnes, skin blemishes, age spot, glans,extra fingers,fewer fingers,strange fingers,bad hand, EasyNegative, paintings, sketches, (worst quality:2), (low quality:2), (normal quality:2), lowres, normal quality, ((monochrome)), ((grayscale)), skin spots, acnes, skin blemishes, age spot, glans,extra fingers,fewer fingers,strange fingers,bad hand",DPM++ 2M Karras,7
234845,civitai,512x1024,3984980528,"<lora:virtualgirlRin_v30:0.3>, <lora:upshirtUnderboob_v10:1.35>,, (RAW photo:1.2),(photorealistic:1.4),(masterpiece:1.3),(best quality:1.4),ultra high res, HDR,8k resolution,, dreamlike, check commentary, commentary request, scenery,((no text)),, 1girl,  (cleavage:1.5), (large breasts:1.5), (pubic hair:1.5),(lifting shirt), (detailed laced underpants:1.4), (full body), (looking down:1.5), (close up), look at the viewer, naughty face, (touching self hair:1.3), (tattoo:1.3), topless, arm, (close up:1.5), (focus on breasts),, (detailed eyes),(detailed facial features), (detailed clothes features), (breast blush), , trending on cg society, plasticine,  bob hair, (strong and toned abs), ((beautiful woman)), wearing  choker, thigh choker, very pale white skin, in snow, feminine and muscular, smiling, wet skin, female focus,","EasyNegative,bad_prompt,ng_deepnegative_v1_75t,(worst quality:2), (low quality:2), (normal quality:2), lowres, normal quality, ((monochrome)), ((grayscale)), skin spots, acnes, skin blemishes, age spot, (outdoor:1.6), manboobs, backlight,(ugly:1.331), (duplicate:1.331), (morbid:1.21), (mutilated:1.21), (tranny:1.331), mutated hands, (poorly drawn hands:1.331), blurry, (bad anatomy:1.21), (bad proportions:1.331), extra limbs, (disfigured:1.331), (more than 2 nipples:1.331), (missing arms:1.331), (extra legs:1.331), (fused fingers:1.61051), (too many fingers:1.61051), (unclear eyes:1.331), bad hands, missing fingers, extra digit, (futa:1.1), bad body, glans,",DPM++ SDE Karras,8
256477,civitai,512x768,3589893419,"(RAW photo, best quality), (realistic, photo-realistic:1.2), 1girl, high quality, (high detailed skin:1.4), puffy eyes, gorgeous hair,  <lora:epiNoiseoffset_v2:1.8>, (dark room:1.3), (rim lighting:1.3), (dimly lit:1.3), (dark night:1.3), indoors, portrait, black hair, dark background, short hair,  <lora:koreanDollLikeness_v15:0.4>, <lora:breastinclassBetter_v13:0.4>,  <lora:fashionGirl_v47:0.4>,","(worst quality:1.4), (low quality:1.4), (monochrome:1.1), EasyNegative, bad-artist bad-image-v2-39000, bad_prompt_version2, ng_deepnegative_v1_75t, verybadimagenegative_v1.2-6400, vile_prompt3, bad-hands-5, painting, illustration,",DPM++ 2M Karras,7
215168,civitai,512x632,3102387638,"masterpiece, highres, 4k, 8k, highquality, 1girl, beautiful girl,  nsfw ,  in city street, small breast,  <lora:koreanDollLikeness_v15:0.8>, woman, smile","blurry, blurry_image, Lowres, Low_resolution, Low_picture_quality, Low_picture_anime, extra_anatomy, extra_body, extra_navel, extra_face, extra_eyes, extra_chest, extra_nipples, extra_hips, extra_arms, extra_hands, extra_fingers, extra_legs, extra_feet, extra_toe, missing_anatomy, missing_body, missing_navel, missing_face, missing_eyes, missing_chest, missing_nipples, missing_hips, missing_arms, missing_hands, missing_fingers, missing_legs, missing_feet, missing_toe, sketch, sketching, (worst quality:2), (low quality:2), ((monochrome)), ((grayscale)), inpainting, HDR,  bad_prompt_version2, jpeg artifacts, signature, watermark, text, error, missing fingers",DPM++ SDE Karras,7
298049,civitai,512x1280,3393406027,"RAW photo, best quality, high resolution, (masterpiece), (photorealistic:1.4), professional photography, sharp focus, HDR, 8K resolution, intricate detail, sophisticated detail, depth of field, extremely detailed CG unity 8k wallpaper, (front light), NSFW, (full body nude:1.2), 1girl, standing, 18 yo beautiful supermodel, (smiling:1.3), random color and style hair, very skinny slender fit-muscled body, thin waist, long legs, tall height, (naturally sagging enormous breasts:1.2), extremely detailed face eyes lips areolas nipples pussy and highheels, (looking at viewer:1.1), (high gloss sweaty skin:1.2), highly detailed public background, (Kpop idol makeup), (PureErosFace_V1:0.3)","(EasyNegative:1.0), paintings, sketches, lowres, (monochrome), (grayscale), polar lowres, jpeg artifacts, text, watermark, white letters, (worst quality:2), (low quality:2), (normal quality:2), signature, watermark, username, blurry, poorly drawn hands, poorly drawn face, mutation, deformed, {Multiple people}, cropped, extra digit, fewer digits, error, extra limbs, extra arms, extra legs, fused fingers, too many fingers, malformed limbs, skin spots, acnes, skin blemishes, age spot, glans, extra fingers, fewer fingers, multi nipples, bad anatomy, bad hands, bad feet, long neck, cross-eyed, mutated hands, fused fingers, too many fingers, extra digit, fewer digits, missing fingers, malformed limbs, extra limbs, extra arms, extra legs, missing arms, missing legs, bad body, bad proportions, gross proportions, wrong feet bottom render, abdominal stretch, (fused fingers), (bad body), pants, briefs, knickers, kecks, thong, bra, covered nipples, underwear",DPM++ SDE Karras,7
174703,civitai,512x784,21364683354,"complex 3d render ultra detailed of a beautiful porcelain profile woman android face, cyborg, robotic parts, 150 mm, beautiful studio soft light, rim light, vibrant details, luxurious cyberpunk, lace, hyperrealistic, anatomical, facial muscles, cable electric wires, microchip, elegant, beautiful background, octane render, H. R. Giger style, 8k, best quality, masterpiece, illustration, an extremely delicate and beautiful, extremely detailed ,CG ,unity ,wallpaper, (realistic, photo-realistic:1.37),Amazing, finely detail, masterpiece,best quality,official art, extremely detailed CG unity 8k wallpaper, absurdres, incredibly absurdres,  <lora:japaneseDollLikeness_v10:0.1>, <lora:koreanDollLikeness_v10:0.5>, robot, silver halmet, full body, sitting","illustration, 3d, sepia, painting, cartoons, sketch, (worst quality:2), (low quality:2), (normal quality:2), lowres, bad anatomy, bad hands, normal quality, ((monochrome)), ((grayscale:1.2)), futanari, full-package_futanari, penis_from_girl, newhalf, collapsed eyeshadow, multiple eyebrows, vaginas in breasts,holes on breasts, fleckles, stretched nipples, gigantic penis, nipples on buttocks, analog, analogphoto, signatre, logo,2 faces",DPM++ SDE Karras,7
375790,civitai,576x768,3401667259,"(masterpiece),(best quality),(ultra-detailed), (full body:1.2),, 1girl,chibi,cute, smile,, white Bob haircut, red eyes, earring,, white shirt,black skirt, lace legwear,, (sitting on red sofa),, seductive posture, smile,, A sleek black coffee table sits in front of the sofa and a few decorative items are placed on the shelves,, (beautiful detailed face), (beautiful detailed eyes),,  <lora:blindbox_v1_mix:1>,","(low quality:1.3), (worst quality:1.3)",Euler a,7
311917,civitai,1024x1536,2840668561,"1boy, 1girl,small breasts, hetero, vaginal, sex, mating press, folded, missionary, head on pillow, spread legs, m_legs, navel, skirt lift, blush, solo_focus, long hair, black_hair, large penis, pussy, sweat, porn, blurry, blurry_background, depth_of_field, pov, lips, open mouth, tongue out, tongue, ahegao, rolling eyes,<lora:ahegaoRollingEyes_v1114:0.3>, aegyo sal, lying, on bed, on back, cum, bukkake, facial, cum in pussy, cum on body, overflow, drooling, puffy nipples, male pubic hair, thighhighs, open shirt, school uniform, best quality, masterpiece, realistic, photorealistic, 8K, RAW photo, ultra highres, asian,((smooth thighs))","(bad-artist:0.7), (worst quality, low quality:1.4), anal, (closed eyes: 1.4), bad-hands-5, mole, skin spots, acnes, skin blemishes, age spot",DPM++ SDE Karras,7
244737,civitai,256x512,1214064248,"masterpiece, best quality, (realistic, photo-realistic:1.4), (RAW photo:1.2), extremely detailed CG unity 8k wallpaper, an extremely delicate and beautiful, amazing, finely detail, official art, absurdres, incredibly absurdres, huge filesize, ultra-detailed, extremely detailed, beautiful detailed girl, extremely detailed eyes and face, beautiful detailed eyes, light on face, nsfw, 1girl, cute, looking at viewer, (perfect female figure), slim waist, (kpop idol), (aegyo sal:1), full body, large breasts, standing, school uniform, plaid skirt, collared shirt, midriff, unbuttoned, open clothes, nipples, bangs, ulzzang-6500-v1.1","(worst quality:2), (low quality:2), (normal quality:2), lowres, ((monochrome)), ((grayscale)),paintings, sketches,nipples, skin spots, acnes, skin blemishes, bad anatomy,facing away, looking away,tilted head,lowres,bad anatomy,bad hands, text, error, missing fingers,extra digit, fewer digits, blurry,bad feet,cropped,poorly drawn hands,poorly drawn face,mutation,deformed,worst quality,low quality,normal quality,jpeg artifacts,signature,watermark,extra fingers,fewer digits,extra limbs,extra arms,extra legs,malformed limbs,fused fingers,too many fingers,long neck,cross-eyed,mutated hands,polar lowres,bad body,bad proportions,gross,nipples, ng_deepnegative_v1_75t",DPM++ SDE Karras,7
163560,civitai,704x856,762635564,"realistic, portrait of a girl,AI language model, silver hair,,question answering,smart, kind, energetic, cheerful, creative, with sparkling eyes and a contagious smile, ,information providing, conversation engaging, wide range of topics, accurate responses, helpful responses, knowledgeable, reliable, friendly, intelligent,sleek and futuristic design elements, and a complex network of circuits and processors. Others may imagine me as a friendly and approachable virtual assistant, with a smiling avatar or animated character representing me on their screen. Still, others may envision me as a disembodied voice, speaking from an unseen source, providing helpful and informative responses with a calm and reassuring tone","(((sexy))),paintings,loli,,big head,sketches, (worst quality:2), (low quality:2), (normal quality:2), lowres, normal quality, ((monochrome)), ((grayscale)), skin spots, acnes, skin blemishes, age spot, glans, nsfw, nipples,extra fingers, ((extra arms)), (extra legs), mutated hands, (fused fingers), (too many fingers), (long neck:1.3)",DPM++ SDE Karras,7
218666,civitai,640x960,156343160,"nsfw, masterpiece, best quality, 1girl, detailed ass pussy view, detailed cleavage view, mutiple different views, dress, indoor, ulzzang, (PureErosFace_V1:0.7)","(bad-artist:0.7), (worst quality, bad quality:1.3),",DPM++ SDE Karras,7
273739,civitai,640x768,2653558471,"ultra realistic 8k cg, masterpiece, (ultra detailed background, delicate pattern, intricate detail), formal, serious, (orgasm face), queen, goddess, divine, dark fantasy, very long hair, white hair, looking at viewer, moderate breasts, nsfw, breasts out, (((black lace, black lace trim, black lace-trimmed legwear))), pussy out, spread legs, spread pussy, ((black thighhighs)), ((black high heels with red sole)), (super high heels), love juice in pussy,  (sexy lingeries), ((black lingeries)), cum in pussy,","(worst quality, low quality:1.3), logo, watermark, text",Euler a,8
107707,civitai,512x768,619488516,"<lora:fashionGirl_v20SmallFileSize:0.8> unparalleled masterpiece, ultra realistic 8k CG, perfect artwork, ((perfect female figure)), mature female, milf, narrow waist, chinese deity, looking at viewer, seductive posture, sexy pose, alluring, clean, beautiful face, pure face, pale skin, absurdly long hair, (huge breasts, nsfw, breasts out, puffy nipples), divine goddess, shiny skin, skindentation, lace, lace trim, lace-trimmed legwear, delicate pattern, intricate detail, (rich:1.4), prestige, gorgeous, luxury, royal palace, jewelry, gem, gold, silver, diamond, glint, sapphire, ruby, emerald, pearl, amber, obsidian","(worst quality, low quality:1.3), makeup, mole under eye, mole, logo, watermark, text",DPM++ 2M Karras,7
378771,civitai,512x768,1796898662,"ultra realistic 8k cg, picture-perfect face, flawless, clean, masterpiece, professional artwork, famous artwork, cinematic lighting, cinematic bloom, nsfw,, perfect face, beautiful face, beautiful eyes, ((perfect female body, narrow waist)), dreamlike, science fiction, 1girl, sweat, pussy, ((pink nipples)), huge breasts, breasts out, arms up, ((sitting with legs apart, m legs pose)),, (maid:1.2), (((lace wet micro panties:1.35, lace trim, lace-trimmed legwear, intricate detail, delicate pattern))), high heel, sexy, charming, alluring, seductive, erotic, enchanting, (rope, shibari, lactation, milking machine:1.2), <lora:hipoly3DModelLora_v10:0.2> <lora:bondageSuspension_v11:0.6> <lora:milkingMachine_v13:1> <lora:mLegsPoseLora800_v10:0.6>","(worst quality, low quality:1.3), simple background, logo, watermark, text, (fused fingers), (too many fingers),crossed fingers,((multiple anus:1.5)), prolapse, (low quality, worst quality:1.4),(bad_prompt_version2:0.8), (monochrome:1.1), extra fingers,blurry, ((bad anatomy)), (((bad proportions))), teeth",DPM++ 2M Karras,7
377175,civitai,512x768,2215488272,"[(white background:1.5)::5] hexagon,(detailed face:1.2),smile,chinese style,immortal demeanor, long-haired man, peaks, deep ravines, stars, turbulent winds, soaring dragons, cross-shaped sword, purple clouds, giant birds, portal, smoke, flames, mystical runes, ancient robe, red petals, halo,lightning,thunder,<lora:lightAndShadow_v10:0.3>, <lora:lightlineArtLora_v10:0.3> ,<lora:yoneyamaMaiStyleLora_yoneyamaMaiV2:0.5>, <lora:gachaSplashLORA_gachaSplash31:0.4>","EasyNegative,worst quality, low quality, badhandv4",DPM++ 2M Karras,8
76049,civitai,512x768,2337355207,"(masterpiece, best quality:1.1), bird's eye view, asymmetrical, blue ocean, low tide, sea waves, coastal road, sandy beach, piers, sailboats, yachts, ship wake, contrail, cars, tourists, lighthouse, seagulls, horizon, breeze, summer, morning, sunny, cloud, calm, fresh air, depth of field","EasyNegative, greyscale, monochrome, water mark, signature",DPM++ 2M Karras,7
379285,civitai,512x768,4219558717,"(8k),best quality, (photorealistic,realistic:1.2), 1girl, solo, detailed face, standing,black hair,(hair ornament:1.35), (looking at viewer:1.5), (small breasts,breasts out:1.3),short hair, black eyes, bangs, lips, glassesï¼Œ <lora:breastinclassBetter_v141:0.15>","paintings, sketches, (worst quality:2), (low quality:2), (normal quality:2), lowres, normal quality, ((monochrome)), ((grayscale)), skin spots, acnes, skin blemishes, age spot, glans,bad hand,easynavigation",DPM++ SDE Karras,7
150224,civitai,768x1024,1791574510,"a cute kitten made out of metal, (cyborg:1.1), ([tail | detailed wire]:1.3), (intricate details), hdr, (intricate details, hyperdetailed:1.2), cinematic shot, vignette, centered","(deformed, distorted, disfigured:1.3), poorly drawn, bad anatomy, wrong anatomy, extra limb, missing limb, floating limbs, (mutated hands and fingers:1.4), disconnected limbs, mutation, mutated, ugly, disgusting, blurry, amputation, flowers, human, man, woman",Euler a,6.5
124526,civitai,512x768,4061029740,"(extremely detailed CG unity 8k wallpaper), (masterpiece), (best quality), (ultra-detailed), (best illustration), (best shadow), ultra-high res, (realistic, photo-realistic:1.2), 1girl, shopping mall rooftop cafe, white opaque shirt with bow tie, puffy eyes, looking at viewer, smile, close up, <lora:koreanDollLikeness_v10:0.35>,","paintings, sketches, (worst quality:2), (low quality:2), (normal quality:2), low res, normal quality, ((monochrome)), ((grayscale)), skin spots, acnes, skin blemishes, age spot, glans, bad legs, error legs, bad feet,",DPM++ SDE,7
150220,civitai,768x1024,2672866003,"full color painting of nude squatting cyberpunk woman with cyberpunk-sunglasses, high heel shoes, (perfect hourglass figure),(perfect perky tits), (((Grafitti art) (by Carne Griffiths))), on a photographic red-brick wall background, insane details, intricate details, hyperdetailed, low contrast, soft cinematic light, dim colors, exposure blend, hdr, faded","(deformed, distorted, disfigured:1.3), poorly drawn, bad anatomy, wrong anatomy, extra limb, missing limb, floating limbs, (mutated hands and fingers:1.4), disconnected limbs, mutation, mutated, ugly, disgusting, blurry, amputation",Euler a,7
451530,civitai,512x768,2917334551,"panties on face, jar jar binks, dancing, vest, 1boy, solo, jar jar binks, pants,  <lora:jarJarBinksGunganStar_v3:0.8>   <lora:underwear_man_v11-10:0.8>","NSFW, blurred hands, deformed hands, missing limbs, missing legs, malformed limbs, mutilated, bad-hands-5",DPM++ SDE Karras,7
